Date,148070.KS,294400.KS,BIL,BWX,EMB,HYG,IEF,LQD,META,NVDA,SHY,SPY,TIP,TLT,VEA
2020-09-16,115165.2265625,37455.0,79.55793762207031,27.825504302978516,89.20024108886719,64.84544372558594,108.03026580810547,113.81013488769531,262.0821533203125,12.476412773132324,77.32266998291016,315.4814147949219,104.69530487060547,141.33511352539062,36.21073913574219
2020-09-17,114969.7421875,36920.0,79.55793762207031,27.964717864990234,88.83013916015625,64.7764892578125,108.0657730102539,113.83525848388672,253.4296875,12.42557144165039,77.30479431152344,312.7066955566406,104.75322723388672,141.7671356201172,36.26219177246094
2020-09-18,115024.296875,37035.0,79.5405502319336,27.946157455444336,88.42072296142578,64.61547088623047,107.96815490722656,113.62599182128906,251.1521759033203,12.152154922485352,77.31373596191406,309.1065979003906,104.66220092773438,141.32644653320312,36.004886627197266
2020-09-21,115037.9375,36725.0,79.5405502319336,27.825504302978516,87.5545425415039,64.09422302246094,108.16336059570312,113.51715087890625,246.79605102539062,12.479157447814941,77.30479431152344,305.6663513183594,104.47184753417969,142.04354858398438,35.12629699707031
2020-09-22,115274.34375,35865.0,79.5405502319336,27.72340965270996,87.3734130859375,64.31652069091797,108.16336059570312,113.5840835571289,253.36004638671875,12.599288940429688,77.32266998291016,308.7794494628906,104.50492858886719,141.93130493164062,35.117671966552734
2020-09-23,115624.3984375,35990.0,79.5405502319336,27.528499603271484,86.24739837646484,63.66493225097656,108.16336059570312,112.76367950439453,247.6613311767578,12.08685302734375,77.32266998291016,301.6185607910156,104.39736938476562,142.1213836669922,34.75555419921875
2020-09-24,115656.21875,35160.0,79.5492172241211,27.491369247436523,86.47575378417969,63.70325469970703,108.21654510498047,112.47899627685547,248.16851806640625,12.310419082641602,77.31373596191406,302.42254638671875,104.47184753417969,142.6657257080078,34.70382308959961
2020-09-25,115678.953125,35350.0,79.5405502319336,27.482086181640625,86.89306640625,63.5882453918457,108.30529022216797,112.36187744140625,253.4296875,12.834569931030273,77.32266998291016,307.31170654296875,104.6125717163086,142.6657257080078,34.833152770996094
2020-09-28,115910.8203125,35840.0,79.5492172241211,27.61202621459961,87.08989715576172,64.00225830078125,108.28754425048828,112.93112182617188,255.4187469482422,12.995330810546875,77.33164978027344,312.4159851074219,104.82770538330078,142.2595977783203,35.40221405029297
2020-09-29,115801.703125,36160.0,79.5492172241211,27.658428192138672,86.89306640625,64.05587768554688,108.3674087524414,112.788818359375,260.3616638183594,13.185501098632812,77.32266998291016,310.71453857421875,105.00149536132812,142.4237518310547,35.35047149658203
